artist,song,song_name_len,duration_ms,explicit,year,popularity,hot,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,pop,rock,hiphop,dance,folk,rnb,latin
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),47,189693,FALSE,2009,71,0,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,pop,1,0,0,0,0,0,0
Katy Perry,Hot N Cold,10,220226,FALSE,2008,73,0,0.706,0.841,7,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,pop,1,0,0,0,0,0,0
Rihanna,Don't Stop The Music,20,267080,FALSE,2008,77,1,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,"hip hop, pop, R&B",1,0,1,0,0,1,0
Snoop Dogg,Sensual Seduction,17,245520,FALSE,2007,56,0,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46E-05,0.0578,0.504,120.163,"hip hop, pop",1,0,1,0,0,0,0
Akon,Right Now (Na Na Na),20,240746,FALSE,2008,69,0,0.83,0.857,8,-4.194,0,0.152,0.262,0,0.413,0.607,137.982,pop,1,0,0,0,0,0,0
Britney Spears,Womanizer,9,224400,FALSE,2008,76,1,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,pop,1,0,0,0,0,0,0
Eric Prydz,Pjanoo - Radio Edit,19,157432,FALSE,2008,65,0,0.605,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.836,125.99,"pop, Dance/Electronic",1,0,0,1,0,0,0
Kelly Rowland,Work,4,207920,FALSE,2010,34,0,0.888,0.823,10,-6.351,0,0.0538,0.00499,0,0.291,0.623,102.757,"hip hop, pop, R&B",1,0,1,0,0,1,0
Jeezy,Put On,6,321293,TRUE,2008,69,0,0.654,0.77,9,-6.091,0,0.0353,0.00342,0,0.0887,0.272,137.616,"hip hop, pop",1,0,1,0,0,0,0
Madonna,Give It 2 Me,12,287906,FALSE,2008,57,0,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,pop,1,0,0,0,0,0,0
The Pussycat Dolls,When I Grow Up,14,245680,FALSE,2008,72,0,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,"pop, R&B",1,0,0,0,0,1,0
will.i.am,Heartbreaker,12,327880,TRUE,2007,46,0,0.788,0.549,9,-8.793,0,0.0732,0.0352,0.127,0.147,0.449,120.051,"hip hop, pop",1,0,1,0,0,0,0
Soulja Boy,Crank That (Soulja Boy),23,221933,FALSE,2007,74,0,0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,"hip hop, pop",1,0,1,0,0,0,0
Britney Spears,Piece of Me,11,212106,FALSE,2007,64,0,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,pop,1,0,0,0,0,0,0
T.I.,Live Your Life,14,338853,TRUE,2008,75,0,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,"hip hop, pop",1,0,1,0,0,0,0
Ne-Yo,Closer,6,234360,FALSE,2008,65,0,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.20E-05,0.154,0.576,126.027,"pop, R&B",1,0,0,0,0,1,0
Lil Wayne,A Milli,7,221840,TRUE,2008,69,0,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,"hip hop, pop",1,0,1,0,0,0,0
Colby O'Donis,What You Got,12,243013,FALSE,2008,61,0,0.775,0.641,1,-6.718,1,0.038,0.0327,0,0.18,0.305,119.974,"hip hop, pop, R&B",1,0,1,0,0,1,0
Miley Cyrus,See You Again,13,190453,FALSE,2007,0,0,0.692,0.911,9,-5.098,0,0.177,0.0149,7.34E-05,0.112,0.801,138.975,pop,1,0,0,0,0,0,0
Basshunter,All I Ever Wanted - Radio Edit,30,176453,FALSE,2008,65,0,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954,pop,1,0,0,0,0,0,0
Chris Brown,Kiss Kiss (feat. T-Pain),24,250666,FALSE,2007,68,0,0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,"hip hop, pop, R&B",1,0,1,0,0,1,0
Finger Eleven,Paralyzer,9,208106,FALSE,2007,73,0,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,"rock, metal",0,1,0,0,0,0,0
Alesha Dixon,The Boy Does Nothing,20,210680,FALSE,2008,51,0,0.632,0.972,3,-2.423,0,0.121,0.121,7.74E-05,0.0317,0.845,87,pop,1,0,0,0,0,0,0
Dizzee Rascal,Dance Wiv Me - Radio Edit,25,204093,FALSE,2011,68,0,0.878,0.746,11,-4.281,1,0.0451,0.0476,0,0.154,0.792,111.996,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Gabriella Cilmi,Sweet About Me,14,202133,FALSE,2008,56,0,0.671,0.701,6,-5.035,1,0.0288,0.0607,2.70E-06,0.163,0.585,131.977,R&B,0,0,0,0,0,1,0
Jack White,Another Way to Die,18,262240,FALSE,2007,56,0,0.486,0.765,4,-4.23,0,0.128,0.0239,3.02E-05,0.11,0.386,141.933,"rock, blues",0,1,0,0,0,0,0
Plies,Hypnotized (feat. Akon),23,188493,TRUE,2007,66,0,0.84,0.571,10,-7.421,1,0.0797,0.16,0,0.406,0.617,116.59,"hip hop, pop, R&B",1,0,1,0,0,1,0
The Pussycat Dolls,I Hate This Part,16,218400,FALSE,2008,64,0,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B",1,0,0,0,0,1,0
Sean Kingston,Take You There,14,236693,FALSE,2008,65,0,0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,"hip hop, pop, R&B",1,0,1,0,0,1,0
Natasha Bedingfield,Pocketful of Sunshine,21,203440,FALSE,2008,62,0,0.726,0.881,9,-3.892,0,0.0391,0.203,0,0.108,0.682,110.019,pop,1,0,0,0,0,0,0
The Offspring,"You're Gonna Go Far, Kid",24,177826,TRUE,2008,78,1,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,"rock, pop, metal",1,1,0,0,0,0,0
Kanye West,Homecoming,10,203493,TRUE,2007,47,0,0.667,0.747,1,-7.059,1,0.189,0.337,0,0.115,0.918,86.917,hip hop,0,0,1,0,0,0,0
Estelle,American Boy,12,284733,TRUE,2008,78,1,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,R&B,0,0,0,0,0,1,0
Saving Abel,Addicted,8,222826,TRUE,2008,69,0,0.512,0.864,7,-4.146,1,0.0338,0.000821,0,0.0982,0.527,138.018,"rock, metal",0,1,0,0,0,0,0
Pendulum,Propane Nightmares,18,313346,FALSE,2008,57,0,0.356,0.966,7,-4.13,0,0.0825,0.000262,0.148,0.192,0.215,173.992,Dance/Electronic,0,0,0,1,0,0,0
The Game,My Life,7,320893,TRUE,2008,60,0,0.673,0.766,11,-5.018,1,0.349,0.0724,0,0.0563,0.382,148.113,"hip hop, pop",1,0,1,0,0,0,0
Danity Kane,Damaged,7,244266,FALSE,2008,57,0,0.774,0.653,8,-5.158,0,0.05,0.0912,0,0.151,0.818,120.01,"pop, R&B",1,0,0,0,0,1,0
P!nk,So What,7,215160,TRUE,2008,76,1,0.534,0.87,11,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,pop,1,0,0,0,0,0,0
Kanye West,Love Lockdown,13,270306,FALSE,2008,66,0,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop,0,0,1,0,0,0,0
Gym Class Heroes,Cookie Jar (feat. The-Dream),28,216317,TRUE,2008,54,0,0.687,0.668,5,-4.061,1,0.0282,0.0253,0,0.744,0.418,113.053,"hip hop, pop",1,0,1,0,0,0,0
M.I.A.,Paper Planes,12,205200,FALSE,2007,1,0,0.447,0.848,2,-6.175,1,0.222,0.033,7.45E-05,0.65,0.485,172.247,"pop, rock",1,1,0,0,0,0,0
3 Doors Down,It's Not My Time,16,241960,FALSE,2008,56,0,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16E-06,0.118,0.282,127.962,"pop, rock, metal",1,1,0,0,0,0,0
Kylie Minogue,Wow,3,190973,FALSE,2007,47,0,0.654,0.884,9,-5.466,1,0.202,0.151,0.000268,0.379,0.851,124.072,"pop, Dance/Electronic",1,0,0,1,0,0,0
Mariah Carey,Touch My Body,13,204733,FALSE,2008,0,0,0.715,0.665,4,-7.736,0,0.0502,0.0996,0,0.224,0.84,78.502,"pop, R&B",1,0,0,0,0,1,0
MGMT,Kids,4,302840,FALSE,2007,77,1,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,rock,0,1,0,0,0,0,0
The Ting Tings,Shut Up and Let Me Go,21,171226,FALSE,2007,55,0,0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,"pop, rock, Dance/Electronic",1,1,0,1,0,0,0
Lil Wayne,Got Money,9,244626,TRUE,2008,58,0,0.694,0.661,7,-4.847,1,0.118,0.00188,0,0.676,0.702,82.48,"hip hop, pop",1,0,1,0,0,0,0
Santana,Into the Night (feat. Chad Kroeger),35,222440,FALSE,2007,57,0,0.595,0.844,7,-4.678,1,0.0331,0.0137,0,0.234,0.603,127.981,"rock, blues, latin",0,1,0,0,0,0,1
The-Dream,I Luv Your Girl,15,267866,TRUE,2007,62,0,0.723,0.322,8,-9.702,1,0.0341,0.014,0,0.119,0.0406,90.063,"hip hop, pop, R&B",1,0,1,0,0,1,0
Wiley,Wearing My Rolex - Radio Edit,29,170480,FALSE,2008,59,0,0.876,0.716,1,-6.884,1,0.135,0.0468,0.000482,0.0667,0.755,131.942,"hip hop, Dance/Electronic",0,0,1,1,0,0,0
Usher,Love in This Club (feat. Young Jeezy),37,259720,FALSE,2008,71,0,0.573,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,"hip hop, pop, R&B",1,0,1,0,0,1,0
Sam Sparro,Black & Gold - Radio Edit,25,212360,FALSE,2008,53,0,0.383,0.703,4,-5.65,0,0.0763,0.00116,2.39E-05,0.112,0.42,135.968,"pop, Dance/Electronic",1,0,0,1,0,0,0
"H ""two"" O",What's It Gonna Be (feat. Platnum),34,207476,FALSE,2008,55,0,0.733,0.9,9,-4.758,1,0.0341,0.0085,0.0218,0.151,0.937,139.61,Dance/Electronic,0,0,0,1,0,0,0
The Ting Tings,That's Not My Name,18,310573,FALSE,2008,51,0,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,"pop, rock, Dance/Electronic",1,1,0,1,0,0,0
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",33,240760,TRUE,2008,61,0,0.648,0.801,5,-7.24,0,0.167,0.154,0,0.339,0.807,78.946,"hip hop, pop, R&B",1,0,1,0,0,1,0
James Morrison,Broken Strings,14,250453,FALSE,2008,70,0,0.57,0.717,1,-4.914,1,0.029,0.00967,0,0.0833,0.321,111.91,"pop, R&B",1,0,0,0,0,1,0
Leona Lewis,Run,3,314720,FALSE,2007,62,0,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61E-06,0.122,0.0923,142.365,"pop, R&B",1,0,0,0,0,1,0
Metro Station,Shake It,8,179946,FALSE,2007,67,0,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09E-06,0.486,0.79,150.034,"pop, rock",1,1,0,0,0,0,0
T.I.,Whatever You Like,17,249533,TRUE,2008,74,0,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,"hip hop, pop",1,0,1,0,0,0,0
Trey Songz,Can't Help but Wait,19,206413,FALSE,2007,62,0,0.699,0.699,8,-5.564,0,0.0737,0.358,0,0.0912,0.611,94.977,"hip hop, pop, R&B",1,0,1,0,0,1,0
OneRepublic,Stop And Stare,14,223853,FALSE,2007,59,0,0.492,0.859,4,-4.274,1,0.0332,0.0659,0,0.0756,0.251,92.474,pop,1,0,0,0,0,0,0
Alexandra Burke,Hallelujah,10,217826,FALSE,2009,63,0,0.177,0.425,2,-6.211,0,0.0291,0.654,0,0.195,0.0942,182.571,pop,1,0,0,0,0,0,0
Mary J. Blige,Just Fine,9,242133,FALSE,2007,64,0,0.923,0.795,11,-3.61,0,0.117,0.0394,0.000565,0.101,0.588,123.021,"pop, R&B",1,0,0,0,0,1,0
Jordin Sparks,One Step At a Time,18,205160,FALSE,2007,56,0,0.766,0.692,1,-4.672,1,0.0289,0.0825,0,0.0384,0.691,102.028,"pop, R&B",1,0,0,0,0,1,0
Coldplay,Viva La Vida,12,242373,FALSE,2008,80,1,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,"rock, pop",1,1,0,0,0,0,0
Kings of Leon,Sex on Fire,11,203346,FALSE,2008,80,1,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,rock,0,1,0,0,0,0,0
Kanye West,Good Life,9,207000,TRUE,2007,45,0,0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,hip hop,0,0,1,0,0,0,0
Duffy,Mercy,5,219920,FALSE,2008,69,0,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,"pop, R&B",1,0,0,0,0,1,0
David Archuleta,Crush,5,213520,FALSE,2008,67,0,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.20E-05,0.0719,0.487,162.084,pop,1,0,0,0,0,0,0
J. Holiday,Suffocate - Superclean,22,220053,FALSE,2007,58,0,0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,"hip hop, pop, R&B, Dance/Electronic",1,0,1,1,0,1,0
Gavin DeGraw,In Love With a Girl,19,206000,FALSE,2008,51,0,0.438,0.906,3,-4.8,1,0.0438,0.0191,0,0.373,0.684,161.905,"pop, Folk/Acoustic",1,0,0,0,1,0,0
Jordin Sparks,Tattoo,6,233466,FALSE,2007,54,0,0.566,0.766,2,-5.036,1,0.0399,0.431,0,0.101,0.547,168.005,"pop, R&B",1,0,0,0,0,1,0
Coldplay,Violet Hill,11,222653,FALSE,2008,63,0,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,"rock, pop",1,1,0,0,0,0,0
Ray J,Sexy Can I feat. Yung Berg,26,204040,TRUE,2008,1,0,0.575,0.684,1,-6.007,1,0.325,0.299,0,0.614,0.926,172.155,"hip hop, pop, R&B",1,0,1,0,0,1,0
Jennifer Hudson,Spotlight,9,250106,FALSE,2008,60,0,0.707,0.724,11,-3.887,0,0.051,0.0448,0,0.072,0.659,108.984,"pop, R&B, easy listening",1,0,0,0,0,1,0
John Legend,Green Light (feat. Andr?? 3000),31,284186,FALSE,2008,55,0,0.622,0.882,9,-5.59,0,0.119,0.0912,0,0.216,0.762,77.506,"pop, R&B",1,0,0,0,0,1,0
Jonas Brothers,Burnin' Up,10,175093,FALSE,2008,68,0,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114.03,pop,1,0,0,0,0,0,0
Lupe Fiasco,Superstar (feat. Matthew Santos),32,289000,FALSE,2007,64,0,0.572,0.822,11,-6.015,0,0.361,0.207,0,0.359,0.472,94.812,"hip hop, pop",1,0,1,0,0,0,0
Chris Brown,Forever,7,278573,FALSE,2008,74,0,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,"hip hop, pop, R&B",1,0,1,0,0,1,0
Adele,Chasing Pavements,17,210506,FALSE,2008,1,0,0.614,0.47,5,-6.09,0,0.0255,0.291,0,0.111,0.329,80.045,"pop, R&B",1,0,0,0,0,1,0
Leona Lewis,Better in Time,14,234173,FALSE,2007,67,0,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43E-05,0.13,0.549,163.953,"pop, R&B",1,0,0,0,0,1,0
Fergie,Clumsy,6,240426,FALSE,2006,58,0,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,"pop, R&B",1,0,0,0,0,1,0
T-Pain,Can't Believe It (feat. Lil' Wayne),35,273826,FALSE,2008,0,0,0.648,0.516,10,-8.869,0,0.049,0.00179,0,0.0772,0.0756,89.828,"hip hop, pop, R&B",1,0,1,0,0,1,0
Black Eyed Peas,I Gotta Feeling,15,289133,FALSE,2009,80,1,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,"hip hop, pop",1,0,1,0,0,0,0
Lady Gaga,Poker Face,10,237200,FALSE,2008,77,1,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64E-06,0.121,0.787,118.999,pop,1,0,0,0,0,0,0
Beyonc??,Halo,4,261640,FALSE,2008,74,0,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,"pop, R&B",1,0,0,0,0,1,0
David Guetta,Sexy Bitch (feat. Akon),23,195853,TRUE,2010,75,0,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Flo Rida,Right Round,11,204640,FALSE,2009,74,0,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,"hip hop, pop",1,0,1,0,0,0,0
Taylor Swift,Love Story,10,236266,FALSE,2008,74,0,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,pop,1,0,0,0,0,0,0
Pitbull,Hotel Room Service,18,238506,FALSE,2009,63,0,0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,"hip hop, pop, latin",1,0,1,0,0,0,1
Britney Spears,Circus,6,192360,FALSE,2008,74,0,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,pop,1,0,0,0,0,0,0
Lady Gaga,LoveGame,8,216333,FALSE,2008,69,0,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43E-06,0.317,0.844,105.024,pop,1,0,0,0,0,0,0
Skillet,Monster,7,178013,FALSE,2009,75,0,0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,"rock, pop, metal",1,1,0,0,0,0,0
The Prodigy,Omen,4,216026,FALSE,2009,57,0,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,"rock, pop, Dance/Electronic",1,1,0,1,0,0,0
Black Eyed Peas,Meet Me Halfway,15,284373,FALSE,2009,72,0,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17E-05,0.324,0.4,130,"hip hop, pop",1,0,1,0,0,0,0
Kanye West,Heartless,9,211000,FALSE,2008,82,1,0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,hip hop,0,0,1,0,0,0,0
Kid Cudi,Day 'N' Nite (Nightmare),24,221240,FALSE,2009,72,0,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13E-06,0.122,0.803,138.018,hip hop,0,0,1,0,0,0,0
Lady Gaga,Just Dance,10,241933,FALSE,2008,76,1,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,pop,1,0,0,0,0,0,0
Britney Spears,If U Seek Amy,13,216520,FALSE,2008,69,0,0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,pop,1,0,0,0,0,0,0
Pitbull,I Know You Want Me (Calle Ocho),31,237120,FALSE,2009,59,0,0.825,0.743,2,-5.995,1,0.149,0.0142,2.12E-05,0.237,0.8,127.045,"hip hop, pop, latin",1,0,1,0,0,0,1
Mariah Carey,Obsessed,8,242200,FALSE,2009,66,0,0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,"pop, R&B",1,0,0,0,0,1,0
Beyonc??,Sweet Dreams,12,208066,FALSE,2008,48,0,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86E-05,0.0618,0.788,121.949,"pop, R&B",1,0,0,0,0,1,0
Agnes,Release Me,10,256213,FALSE,2009,65,0,0.621,0.923,2,-3.124,0,0.0321,0.00645,7.28E-05,0.108,0.716,127.973,"pop, Dance/Electronic",1,0,0,1,0,0,0
Black Eyed Peas,Boom Boom Pow,13,251440,TRUE,2009,68,0,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,"hip hop, pop",1,0,1,0,0,0,0
Shakira,She Wolf,8,188866,FALSE,2009,68,0,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,"pop, latin",1,0,0,0,0,0,1
Lady Gaga,Paparazzi,9,208306,FALSE,2008,70,0,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,pop,1,0,0,0,0,0,0
JAY-Z,Empire State Of Mind,20,276920,TRUE,2009,82,1,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,hip hop,0,0,1,0,0,0,0
OneRepublic,All The Right Moves,19,238000,FALSE,2009,65,0,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35E-06,0.283,0.65,146.024,pop,1,0,0,0,0,0,0
Jeremih,Birthday Sex,12,226506,FALSE,2009,67,0,0.677,0.523,7,-5.603,0,0.0439,0.295,0,0.15,0.446,60.019,"hip hop, pop, R&B",1,0,1,0,0,1,0
Cascada,Evacuate The Dancefloor,23,207200,FALSE,2009,63,0,0.762,0.702,0,-5.87,1,0.0432,0.0167,0,0.314,0.898,127.029,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Linkin Park,New Divide,10,268613,FALSE,2009,68,0,0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,"rock, metal",0,1,0,0,0,0,0
Kevin Rudolf,Let It Rock,11,231173,TRUE,2008,66,0,0.607,0.783,7,-4.41,1,0.0397,0.000683,0,0.0678,0.434,113.172,"hip hop, pop",1,0,1,0,0,0,0
JAY-Z,Run This Town,13,267520,TRUE,2009,75,0,0.632,0.924,1,-1.802,1,0.29,0.281,0,0.263,0.441,86.844,hip hop,0,0,1,0,0,0,0
Lady Gaga,Bad Romance,11,294573,TRUE,2009,80,1,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,pop,1,0,0,0,0,0,0
T.I.,Live Your Life,14,338853,TRUE,2008,75,0,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,"hip hop, pop",1,0,1,0,0,0,0
Eminem,We Made You,11,269613,FALSE,2009,63,0,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45E-06,0.129,0.67,114.003,hip hop,0,0,1,0,0,0,0
Dizzee Rascal,Bonkers,7,177573,FALSE,2011,38,0,0.624,0.977,11,-3.34,0,0.22,0.00615,0,0.253,0.74,126.127,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Ciara,Love Sex Magic (feat. Justin Timberlake),40,220426,FALSE,2009,58,0,0.893,0.666,10,-5.089,0,0.138,0.0206,0,0.342,0.874,107.011,"pop, R&B",1,0,0,0,0,1,0
Rihanna,Russian Roulette,16,227533,TRUE,2009,64,0,0.48,0.486,6,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051,"hip hop, pop, R&B",1,0,1,0,0,1,0
Soulja Boy,Turn My Swag On,15,206333,FALSE,2008,59,0,0.546,0.712,3,-3.104,0,0.0269,0.000969,0,0.406,0.489,150.154,"hip hop, pop",1,0,1,0,0,0,0
The xx,Intro,5,127920,FALSE,2009,2,0,0.617,0.778,9,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,rock,0,1,0,0,0,0,0
Jay Sean,Down,4,212106,FALSE,2009,3,0,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,"hip hop, pop, R&B",1,0,1,0,0,1,0
Keri Hilson,Turnin Me On - Original Dirty,29,248066,TRUE,2008,41,0,0.661,0.584,1,-5.09,1,0.061,0.00293,4.82E-06,0.134,0.0949,159.873,"pop, R&B",1,0,0,0,0,1,0
David Guetta,When Love Takes Over (feat. Kelly Rowland),42,191000,FALSE,2010,69,0,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Cheryl,Fight For This Love,19,223253,FALSE,2009,65,0,0.739,0.741,7,-5.873,1,0.0912,0.013,0,0.0679,0.727,122.988,"pop, Dance/Electronic",1,0,0,1,0,0,0
Soulja Boy,Kiss Me Thru The Phone,22,193386,TRUE,2008,76,1,0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,"hip hop, pop",1,0,1,0,0,0,0
Eminem,Crack A Bottle,14,297520,TRUE,2009,70,0,0.516,0.874,9,-2.571,1,0.186,0.0864,0,0.173,0.391,169.561,hip hop,0,0,1,0,0,0,0
P!nk,Sober,5,251440,FALSE,2010,46,0,0.614,0.792,6,-4.907,1,0.0299,0.0653,0,0.195,0.407,91.066,pop,1,0,0,0,0,0,0
Tinchy Stryder,Number 1,8,212773,FALSE,2009,59,0,0.581,0.824,0,-3.912,0,0.0377,0.0105,0,0.483,0.747,114.912,"pop, Dance/Electronic",1,0,0,1,0,0,0
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",22,196520,FALSE,2009,54,0,0.451,0.873,3,-4.711,0,0.19,0.171,0,0.327,0.589,119.918,"pop, Dance/Electronic",1,0,0,1,0,0,0
JLS,Beat Again - Radio Edit,23,196640,FALSE,2009,0,0,0.894,0.93,11,-4.577,1,0.0712,0.0355,0,0.0759,0.968,120.02,pop,1,0,0,0,0,0,0
3OH!3,DONTTRUSTME,11,192573,TRUE,2008,70,0,0.791,0.713,5,-3.742,0,0.254,0.0163,0,0.189,0.514,130.012,"hip hop, pop, rock",1,1,1,0,0,0,0
A.R. Rahman,Jai Ho! (You Are My Destiny),28,222400,FALSE,2009,65,0,0.657,0.941,8,-3.919,0,0.061,0.0476,0,0.0797,0.879,136.202,set(),0,0,0,0,0,0,0
The Pussycat Dolls,I Hate This Part,16,218400,FALSE,2008,64,0,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B",1,0,0,0,0,1,0
Akon,Beautiful,9,312986,FALSE,2008,65,0,0.74,0.945,0,-4.442,0,0.0889,0.123,0,0.112,0.629,130.015,pop,1,0,0,0,0,0,0
Alexandra Burke,Bad Boys (feat. Flo Rida),25,206480,FALSE,2009,57,0,0.67,0.866,1,-3.684,1,0.0538,0.0115,0,0.358,0.636,140.029,pop,1,0,0,0,0,0,0
Mario,Break Up,8,249026,TRUE,2009,51,0,0.44,0.517,0,-7.355,1,0.363,0.428,0,0.173,0.475,73.881,"pop, R&B",1,0,0,0,0,1,0
Drake,Forever,7,357706,TRUE,2009,73,0,0.457,0.906,5,-2.278,0,0.342,0.249,0,0.182,0.54,104.02,"hip hop, pop, R&B",1,0,1,0,0,1,0
Selena Gomez & The Scene,Naturally,9,202586,FALSE,2009,63,0,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01E-06,0.0534,0.875,132.612,"pop, Dance/Electronic",1,0,0,1,0,0,0
Kanye West,Love Lockdown,13,270306,FALSE,2008,66,0,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop,0,0,1,0,0,0,0
The Veronicas,Untouched,9,255360,FALSE,2005,58,0,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,"pop, Dance/Electronic",1,0,0,1,0,0,0
Fabolous,Throw It In The Bag,19,231573,TRUE,2009,59,0,0.789,0.55,11,-7.423,0,0.0473,0.174,0,0.0614,0.696,172.049,"hip hop, pop, R&B",1,0,1,0,0,1,0
